codigo_mun_i,codigo_mun_j,cij_def
5138,5088,0.3299016
5138,5091,0.869456
5138,5093,0.8076667
5138,5101,0.7195307
5138,5107,0.976838
5138,5113,0.1447824
5138,5120,1
5138,5125,0.4609213
5138,5129,0.3592631
5138,5134,0.8434838
5138,5138,0
5138,5142,0.9935972
5138,5145,0.8170787
5138,5147,0.5191666
5138,5148,0.522016
5138,5150,0.7934676
5138,5154,1
5138,5172,0.478428
5138,5190,0.6838449
5138,5197,0.6222593
5138,5206,0.6202453
5138,5209,0.7382268
5138,5212,0.3402719
5138,5234,0.1949838
5138,5237,0.5123448
5138,5240,0.3949977
5138,5250,1
5138,5264,0.5921134
5138,5266,0.3286555
5138,5282,0.600162
5138,5284,0.1408218
5138,5306,0.1004537
5138,5308,0.3993834
5138,5310,0.7156088
5138,5313,0.6197708
5138,5315,0.905625
5138,5318,0.4094423
5138,5321,0.6924769
5138,5347,0.5837454
5138,5353,0.7558194
5138,5360,0.3063195
5138,5361,1
5138,5364,0.959905
5138,5368,0.820419
5138,5376,0.5085585
5138,5380,0.3458951
5138,5390,0.5956528
5138,5400,0.6337361
5138,5411,0.3124722
5138,5425,0.9510139
5138,5440,0.4625168
5138,5467,0.5502176
5138,5475,0.7596018
5138,5480,0.3519514
5138,5483,1
5138,5490,0.9269444
5138,5495,1
5138,5501,0.2650255
5138,5541,0.6120324
5138,5543,0.6248889
5138,5576,0.7975463
5138,5579,1
5138,5585,1
5138,5591,0.9356504
5138,5604,1
5138,5607,0.506956
5138,5615,0.4296971
5138,5628,0.5162847
5138,5631,0.340517
5138,5642,0.7525232
5138,5647,0.7034305
5138,5649,0.8220728
5138,5652,0.7002199
5138,5656,0.2441991
5138,5658,0.5985139
5138,5659,1
5138,5660,0.775956
5138,5664,0.4369739
5138,5665,0.9728241
5138,5667,0.8544143
5138,5670,0.7500347
5138,5674,0.5483935
5138,5679,0.5202963
5138,5686,0.5360648
5138,5690,0.623912
5138,5697,0.4860543
5138,5736,1
5138,5756,0.8479777
5138,5761,0.2581389
5138,5789,0.9242986
5138,5790,0.9354398
5138,5792,0.733375
5138,5809,0.6160787
5138,5819,0.7216343
5138,5837,0.7919483
5138,5842,0.0905648
5138,5847,0.6636806
5138,5854,0.8385764
5138,5856,0.7199236
5138,5858,1
5138,5861,0.6245556
5138,5873,0.365537
5138,5885,0.9613681
5138,5887,0.6647748
5138,5890,0.7733958
5138,5893,1
5138,5895,1
5142,5001,0.5082158
5142,5002,1
5142,5004,1
5142,5021,0.5527893
5142,5030,0.7932153
5142,5031,0.6970023
5142,5034,1
5142,5036,0.8202639
5142,5038,0.8055718
5142,5040,1
5142,5042,0.8220879
5142,5044,0.9656435
5142,5045,1
5142,5051,1
5142,5055,1
5142,5059,0.9243958
5142,5079,0.483045
5142,5086,0.8652245
5142,5088,0.5183198
5142,5091,1
5142,5093,1
5142,5101,1
5142,5107,1
5142,5113,0.9470741
5142,5120,1
5142,5125,1
5142,5129,0.5950906
5142,5134,0.9451805
5142,5138,0.9935972
5142,5142,0
5142,5145,1
5142,5147,1
5142,5148,0.7304293
5142,5150,0.6351991
5142,5154,1
5142,5172,1
5142,5190,0.3097523
5142,5197,0.8515139
5142,5206,0.6597407
5142,5209,1
5142,5212,0.5021759
5142,5234,1
5142,5237,0.6140417
5142,5240,0.8328102
5142,5250,1
5142,5264,0.7572315
5142,5266,0.564483
5142,5282,0.8831551
5142,5284,1
5142,5306,0.9505347
5142,5308,0.53617
5142,5310,0.5636829
5142,5313,0.8490255
5142,5315,0.7473565
5142,5318,0.6178557
5142,5321,0.7261968
5142,5347,0.8667384
5142,5353,1
5142,5360,0.5240064
5142,5361,1
5142,5364,1
5142,5368,1
5142,5376,0.7653472
5142,5380,0.5817226
5142,5390,0.8786458
5142,5400,0.9072223
5142,5411,0.9501805
5142,5425,0.1739398
5142,5440,0.6709301
5142,5467,0.8332106
5142,5475,1
5142,5480,1
5142,5483,1
5142,5490,1
5142,5495,1
5142,5501,0.9027338
5142,5541,0.8011643
5142,5543,1
5142,5576,1
5142,5579,0.3400189
5142,5585,0.6973472
5142,5591,0.7916135
5142,5604,0.6646713
5142,5607,0.7899768
5142,5615,0.6207426
5142,5628,1
5142,5631,0.5763445
5142,5642,1
5142,5647,0.9796829
5142,5649,0.6436006
5142,5652,0.9294746
5142,5656,0.7627477
5142,5658,0.9289051
5142,5659,1
5142,5660,0.9173541
5142,5664,0.6563678
5142,5665,1
5142,5667,0.5573171
5142,5670,0.3127593
5142,5674,0.7631598
5142,5679,0.8032893
5142,5686,0.6285164
5142,5690,0.4340857
5142,5697,0.6944675
5142,5736,0.6676199
5142,5756,1
5142,5761,0.8177222
5142,5789,1
5142,5790,1
5142,5792,1
5142,5809,0.8990718
5142,5819,1
5142,5837,1
5142,5842,1
5142,5847,1
5142,5854,0.9402732
5142,5856,1
5142,5858,0.4099676
5142,5861,0.9075486
5142,5873,1
5142,5885,0.3144514
5142,5887,0.7602483
5142,5890,0.3651597
5142,5893,0.9796921
5142,5895,1
5145,5001,0.3565313
5145,5002,0.5440116
5145,5004,1
5145,5021,0.8237593
5145,5030,0.5580903
5145,5031,1
5145,5034,0.4947475
5145,5036,0.504581
5145,5038,0.9479815
5145,5040,1
5145,5042,0.6455694
5145,5044,0.7308241
5145,5045,1
5145,5051,1
5145,5055,0.9226851
5145,5059,0.6591366
5145,5079,0.5363215
5145,5086,0.8029422
5145,5088,0.4186304
5145,5091,0.6864699
5145,5093,0.7542778
5145,5101,0.557681
5145,5107,1
5145,5113,0.7705555
5145,5120,1
5145,5125,1
5145,5129,0.3333352
5145,5134,0.9499583
5145,5138,0.8170787
5145,5142,1
5145,5145,0
5145,5147,1
5145,5148,0.5978703
5145,5150,0.8999422
5145,5154,1
5145,5172,1
5145,5190,0.7903194
5145,5197,0.7287338
5145,5206,0.72672
5145,5209,0.6021042
5145,5212,0.4290007
5145,5234,0.998713
5145,5237,0.6188195
5145,5240,0.6562917
5145,5250,1
5145,5264,0.7620093
5145,5266,0.3671585
5145,5282,0.4507315
5145,5284,0.944551
5145,5306,0.7740162
5145,5308,0.4961784
5145,5310,0.8220718
5145,5313,0.7262454
5145,5315,1
5145,5318,0.5062374
5145,5321,0.7989398
5145,5347,0.6014792
5145,5353,0.5777777
5145,5360,0.3360203
5145,5361,1
5145,5364,0.4833195
5145,5368,0.4095047
5145,5376,0.5208081
5145,5380,0.3604707
5145,5390,0.2244167
5145,5400,0.6477314
5145,5411,0.773662
5145,5425,1
5145,5440,0.5593119
5145,5467,0.4084815
5145,5475,1
5145,5480,1
5145,5483,0.9296088
5145,5490,1
5145,5495,1
5145,5501,0.7262152
5145,5541,0.7185069
5145,5543,1
5145,5576,0.4766296
5145,5579,1
5145,5585,1
5145,5591,1
5145,5604,1
5145,5607,0.5391273
5145,5615,0.5184259
5145,5628,0.9774746
5145,5631,0.3623013
5145,5642,0.5744815
5145,5647,0.9844607
5145,5649,0.9175505
5145,5652,0.8066944
5145,5656,0.5862291
5145,5658,0.9336829
5145,5659,1
5145,5660,0.8824306
5145,5664,0.5944739
5145,5665,1
5145,5667,0.9608889
5145,5670,0.8565093
5145,5674,0.6548681
5145,5679,0.3039699
5145,5686,0.6328598
5145,5690,0.7303866
5145,5697,0.5828493
5145,5736,1
5145,5756,0.6568456
5145,5761,0.6412038
5145,5789,0.2485116
5145,5790,1
5145,5792,0.4425555
5145,5809,0.6610764
5145,5819,1
5145,5837,1
5145,5842,0.894294
5145,5847,0.9956828
5145,5854,0.9450509
5145,5856,0.1031759
5145,5858,1
5145,5861,0.5108935
5145,5873,1
5145,5885,1
5145,5887,0.7602525
5145,5890,0.8798704
5145,5893,1
5145,5895,1
5147,5001,0.7137607
5147,5002,1
5147,5004,0.6875989
5147,5021,1
5147,5030,0.9708691
5147,5031,1
5147,5034,1
5147,5036,0.9954588
5147,5038,1
5147,5040,1
5147,5042,0.6775526
5147,5044,0.8352315
5147,5045,0.058669
5147,5051,0.7417487
5147,5055,1
5147,5059,1
5147,5079,0.9465573
5147,5086,1
5147,5088,0.7946798
5147,5091,1
5147,5093,1
5147,5101,1
5147,5107,1
5147,5113,0.6354713
5147,5120,1
5147,5125,0.9260501
5147,5129,0.8240412
5147,5134,1
5147,5138,0.5191666
5147,5142,1
5147,5145,1
5147,5147,0
5147,5148,1
5147,5150,1
5147,5154,1
5147,5172,0.0421928
5147,5190,1
5147,5197,1
5147,5206,1
5147,5209,1
5147,5212,0.8050501
5147,5234,0.346715
5147,5237,0.9727988
5147,5240,0.8661195
5147,5250,1
5147,5264,1
5147,5266,0.7934337
5147,5282,1
5147,5284,0.543447
5147,5306,0.5989983
5147,5308,0.9064142
5147,5310,1
5147,5313,1
5147,5315,1
5147,5318,0.916473
5147,5321,1
5147,5347,1
5147,5353,1
5147,5360,0.7353455
5147,5361,1
5147,5364,1
5147,5368,1
5147,5376,1
5147,5380,0.8106732
5147,5390,1
5147,5400,1
5147,5411,0.7910963
5147,5425,1
5147,5440,0.9695476
5147,5467,1
5147,5475,0.5893034
5147,5480,0.19996
5147,5483,1
5147,5490,0.6772748
5147,5495,1
5147,5501,0.747963
5147,5541,1
5147,5543,0.8930934
5147,5576,1
5147,5579,1
5147,5585,1
5147,5591,1
5147,5604,1
5147,5607,0.9678998
5147,5615,0.8944752
5147,5628,0.9763805
5147,5631,0.8052951
5147,5642,1
5147,5647,1
5147,5649,1
5147,5652,1
5147,5656,0.7290299
5147,5658,1
5147,5659,0.6600989
5147,5660,1
5147,5664,0.9445875
5147,5665,0.385726
5147,5667,1
5147,5670,1
5147,5674,1
5147,5679,0.9800273
5147,5686,1
5147,5690,1
5147,5697,0.993085
5147,5736,1
5147,5756,1
5147,5761,0.7417024
5147,5789,1
5147,5790,1
5147,5792,1
5147,5809,1
5147,5819,1
5147,5837,0.5630845
5147,5842,0.4391961
5147,5847,1
5147,5854,1
5147,5856,1
5147,5858,1
5147,5861,1
5147,5873,0.5857912
5147,5885,1
5147,5887,1
5147,5890,1
5147,5893,1
5147,5895,1
5148,5001,0.1809544
5148,5002,0.3195497
5148,5004,0.7399937
5148,5021,0.3857155
5148,5030,0.3398506
5148,5031,0.8007491
5148,5034,0.7444971
5148,5036,0.3644402
5148,5038,0.5921654
5148,5040,0.8461595
5148,5042,0.3660985
5148,5044,0.4966035
5148,5045,0.9831558
5148,5051,1
5148,5055,0.573386
5148,5059,0.4591056
5148,5079,0.2666856
5148,5086,0.4606502
5148,5088,0.1813599
5148,5091,0.7429503
5148,5093,0.7619907
5148,5101,0.6720538
5148,5107,0.7151936
5148,5113,0.4765425
5148,5120,0.7845812
5148,5125,0.5874221
5148,5129,0.2456076
5148,5134,0.5939626
5148,5138,0.522016
5148,5142,0.7304293
5148,5145,0.5978703
5148,5147,1
5148,5148,0
5148,5150,0.5484933
5148,5154,0.8517997
5148,5172,0.9883081
5148,5190,0.4488363
5148,5197,0.1516162
5148,5206,0.2936364
5148,5209,0.623651
5148,5212,0.1690143
5148,5234,0.687138
5148,5237,0.2929272
5148,5240,0.375846
5148,5250,1
5148,5264,0.4230998
5148,5266,0.215
5148,5282,0.4216141
5148,5284,0.6378998
5148,5306,0.4835143
5148,5308,0.2265425
5148,5310,0.477702
5148,5313,0.149354
5148,5315,0.6504545
5148,5318,0.1264036
5148,5321,0.2318855
5148,5347,0.4066898
5148,5353,0.6396443
5148,5360,0.2014067
5148,5361,0.944497
5148,5364,0.8251767
5148,5368,0.6463426
5148,5376,0.0829251
5148,5380,0.2322396
5148,5390,0.3965741
5148,5400,0.1183438
5148,5411,0.4825463
5148,5425,0.6917171
5148,5440,0.0900463
5148,5467,0.2697769
5148,5475,1
5148,5480,0.8298359
5148,5483,0.5796801
5148,5490,1
5148,5495,1
5148,5501,0.4394129
5148,5541,0.1826431
5148,5543,0.9704987
5148,5576,0.6775779
5148,5579,0.7680829
5148,5585,0.6551515
5148,5591,0.4365172
5148,5604,1
5148,5607,0.1588068
5148,5615,0.0614255
5148,5628,0.6678303
5148,5631,0.2268615
5148,5642,0.6366477
5148,5647,0.6253282
5148,5649,0.4066583
5148,5652,0.2224895
5148,5656,0.3121527
5148,5658,0.5791667
5148,5659,1
5148,5660,0.2913405
5148,5664,0.3244613
5148,5665,1
5148,5667,0.3791119
5148,5670,0.5090088
5148,5674,0.1644213
5148,5679,0.3280682
5148,5686,0.3632239
5148,5690,0.3943518
5148,5697,0.0719802
5148,5736,1
5148,5756,0.3942677
5148,5761,0.3621296
5148,5789,0.5545202
5148,5790,0.7603598
5148,5792,0.6192403
5148,5809,0.4360837
5148,5819,0.7733122
5148,5837,1
5148,5842,0.5922117
5148,5847,0.7717487
5148,5854,0.5895013
5148,5856,0.5095476
5148,5858,0.7879629
5148,5861,0.44379
5148,5873,0.8421865
5148,5885,0.70113
5148,5887,0.4909554
5148,5890,0.5302462
5148,5893,1
5148,5895,1
5150,5001,0.3497934
5150,5002,0.8252223
5150,5004,1
5150,5021,0.4779352
5150,5030,0.5930856
5150,5031,0.5293125
5150,5034,0.9458901
5150,5036,0.6201342
5150,5038,0.1850278
5150,5040,0.5838565
5150,5042,0.6219584
5150,5044,0.7655139
5150,5045,1
5150,5051,1
5150,5055,1
5150,5059,0.7242662
5150,5079,0.301109
5150,5086,0.5732245
5150,5088,0.3515451
5150,5091,1
5150,5093,1
5150,5101,0.8733501
5150,5107,0.5662176
5150,5113,0.7469445
5150,5120,0.6426505
5150,5125,0.8654144
5150,5129,0.4283159
5150,5134,0.3638935
5150,5138,0.7934676
5150,5142,0.6351991
5150,5145,0.8999422
5150,5147,1
5150,5148,0.5484933
5150,5150,0
5150,5154,0.6607002
5150,5172,1
5150,5190,0.3254468
5150,5197,0.6513843
5150,5206,0.4773125
5150,5209,0.9052662
5150,5212,0.3354012
5150,5234,0.9751018
5150,5237,0.3449583
5150,5240,0.6326805
5150,5250,1
5150,5264,0.3589838
5150,5266,0.3977084
5150,5282,0.6830255
5150,5284,0.9209398
5150,5306,0.7504051
5150,5308,0.354234
5150,5310,0.0818495
5150,5313,0.6488959
5150,5315,0.1268125
5150,5318,0.4359196
5150,5321,0.6722847
5150,5347,0.6666088
5150,5353,0.9228588
5150,5360,0.3700606
5150,5361,0.9081805
5150,5364,1
5150,5368,0.9302269
5150,5376,0.5834112
5150,5380,0.4149479
5150,5390,0.6785162
5150,5400,0.7070926
5150,5411,0.7936898
5150,5425,0.5926157
5150,5440,0.4889941
5150,5467,0.633081
5150,5475,1
5150,5480,1
5150,5483,1
5150,5490,1
5150,5495,1
5150,5501,0.7026042
5150,5541,0.6411574
5150,5543,1
5150,5576,0.9645857
5150,5579,0.7884007
5150,5585,1
5150,5591,0.9647754
5150,5604,0.934949
5150,5607,0.5898472
5150,5615,0.453968
5150,5628,0.996206
5150,5631,0.4095698
5150,5642,0.9195625
5150,5647,0.5570949
5150,5649,0.7406503
5150,5652,0.7293449
5150,5656,0.5626181
5150,5658,0.5063171
5150,5659,1
5150,5660,0.805081
5150,5664,0.4450105
5150,5665,1
5150,5667,0.6096643
5150,5670,0.4483287
5150,5674,0.5630301
5150,5679,0.6031597
5150,5686,0.2443455
5150,5690,0.3592315
5150,5697,0.5125315
5150,5736,0.9078513
5150,5756,0.9259617
5150,5761,0.6175926
5150,5789,0.852257
5150,5790,0.5584806
5150,5792,0.9004143
5150,5809,0.6989422
5150,5819,0.7198774
5150,5837,1
5150,5842,0.8706828
5150,5847,1
5150,5854,0.427956
5150,5856,0.802787
5150,5858,0.6802454
5150,5861,0.707419
5150,5873,1
5150,5885,0.5847291
5150,5887,0.2792214
5150,5890,0.3967569
5150,5893,1
5150,5895,1
5154,5001,0.6720192
5154,5002,1
5154,5004,1
5154,5021,0.8557175
5154,5030,0.8392361
5154,5031,0.9680188
5154,5034,1
5154,5036,0.862934
5154,5038,0.5065258
5154,5040,0.7383776
5154,5042,0.8632812
5154,5044,0.9829012
5154,5045,1
5154,5051,0.7382948
5154,5055,1
5154,5059,0.9479089
5154,5079,0.6699228
5154,5086,0.7872936
5154,5088,0.700596
5154,5091,1
5154,5093,1
5154,5101,1
5154,5107,0.4895988
5154,5113,0.9645408
5154,5120,0.147797
5154,5125,1
5154,5129,0.7773688
5154,5134,0.5074903
5154,5138,1
5154,5142,1
5154,5145,1
5154,5147,1
5154,5148,0.8517997
5154,5150,0.6607002
5154,5154,0
5154,5172,1
5154,5190,0.8292515
5154,5197,0.8774421
5154,5206,0.7749151
5154,5209,1
5154,5212,0.6840587
5154,5234,1
5154,5237,0.6024054
5154,5240,0.880814
5154,5250,0.4202353
5154,5264,0.6080054
5154,5266,0.7467245
5154,5282,0.9139313
5154,5284,1
5154,5306,0.9721045
5154,5308,0.6737673
5154,5310,0.7240586
5154,5313,0.8748823
5154,5315,0.6408815
5154,5318,0.7486458
5154,5321,0.950353
5154,5347,0.9055073
5154,5353,1
5154,5360,0.6922063
5154,5361,0.9547878
5154,5364,1
5154,5368,1
5154,5376,0.8832098
5154,5380,0.7639081
5154,5390,0.9092283
5154,5400,0.9264698
5154,5411,0.8573302
5154,5425,1
5154,5440,0.7972955
5154,5467,0.8713676
5154,5475,1
5154,5480,1
5154,5483,1
5154,5490,1
5154,5495,0.4061612
5154,5501,0.8977584
5154,5541,0.867309
5154,5543,1
5154,5576,1
5154,5579,1
5154,5585,1
5154,5591,1
5154,5604,0.8351678
5154,5607,0.8360822
5154,5615,0.8030208
5154,5628,1
5154,5631,0.7585204
5154,5642,1
5154,5647,0.6638908
5154,5649,1
5154,5652,0.9401659
5154,5656,0.814485
5154,5658,0.618721
5154,5659,0.8183025
5154,5660,1
5154,5664,0.7202064
5154,5665,0.8799093
5154,5667,0.9764583
5154,5670,0.8847994
5154,5674,0.8140876
5154,5679,0.8459587
5154,5686,0.5346701
5154,5690,0.7800386
5154,5697,0.8188715
5154,5736,0.8285648
5154,5756,1
5154,5761,0.8605421
5154,5789,1
5154,5790,0.161061
5154,5792,1
5154,5809,0.9261574
5154,5819,0.7966647
5154,5837,1
5154,5842,1
5154,5847,1
5154,5854,0.3101678
5154,5856,1
5154,5858,1
5154,5861,0.9333758
5154,5873,1
5154,5885,1
5154,5887,0.4140741
5154,5890,0.9037673
5154,5893,1
5154,5895,0.4424016
5172,5001,0.6792896
5172,5002,1
5172,5004,0.6468602
5172,5021,1
5172,5030,0.9301305
5172,5031,1
5172,5034,1
5172,5036,0.9547201
5172,5038,1
5172,5040,1
5172,5042,0.636814
5172,5044,0.7944928
5172,5045,0.0785474
5172,5051,0.7634344
5172,5055,1
5172,5059,1
5172,5079,0.9058186
5172,5086,1
5172,5088,0.757336
5172,5091,1
5172,5093,1
5172,5101,1
5172,5107,1
5172,5113,0.5947328
5172,5120,1
5172,5125,0.8853115
5172,5129,0.7866975
5172,5134,1
5172,5138,0.478428
5172,5142,1
5172,5145,1
5172,5147,0.0421928
5172,5148,0.9883081
5172,5150,1
5172,5154,1
5172,5172,0
5172,5190,1
5172,5197,1
5172,5206,1
5172,5209,1
5172,5212,0.7677064
5172,5234,0.3059765
5172,5237,0.9320601
5172,5240,0.8253809
5172,5250,1
5172,5264,1
5172,5266,0.7560899
5172,5282,1
5172,5284,0.5027083
5172,5306,0.5582597
5172,5308,0.8656756
5172,5310,1
5172,5313,1
5172,5315,1
5172,5318,0.8757344
5172,5321,1
5172,5347,0.9965046
5172,5353,1
5172,5360,0.7008743
5172,5361,1
5172,5364,1
5172,5368,1
5172,5376,0.9748506
5172,5380,0.7733295
5172,5390,1
5172,5400,1
5172,5411,0.7503577
5172,5425,1
5172,5440,0.9288089
5172,5467,0.9664899
5172,5475,0.5485648
5172,5480,0.1592214
5172,5483,1
5172,5490,0.688388
5172,5495,1
5172,5501,0.7072242
5172,5541,1
5172,5543,0.8541687
5172,5576,1
5172,5579,1
5172,5585,1
5172,5591,1
5172,5604,1
5172,5607,0.9271612
5172,5615,0.8571315
5172,5628,0.9356418
5172,5631,0.7679513
5172,5642,1
5172,5647,1
5172,5649,1
5172,5652,1
5172,5656,0.6882913
5172,5658,1
5172,5659,0.6817845
5172,5660,1
5172,5664,0.9038489
5172,5665,0.4074116
5172,5667,1
5172,5670,1
5172,5674,0.9648316
5172,5679,0.9392887
5172,5686,1
5172,5690,1
5172,5697,0.9523464
5172,5736,1
5172,5756,1
5172,5761,0.7009637
5172,5789,1
5172,5790,1
5172,5792,1
5172,5809,1
5172,5819,1
5172,5837,0.5732716
5172,5842,0.3984575
5172,5847,1
5172,5854,1
5172,5856,1
5172,5858,1
5172,5861,1
5172,5873,0.5450526
5172,5885,1
5172,5887,1
5172,5890,1
5172,5893,1
5172,5895,1
5190,5001,0.2640509
5190,5002,0.7155995
5190,5004,0.9236204
5190,5021,0.243037
5190,5030,0.483463
5190,5031,0.6029283
5190,5034,0.8445581
5190,5036,0.5105116
5190,5038,0.4958194
5190,5040,0.7800788
5190,5042,0.5123357
5190,5044,0.6558912
5190,5045,1
5190,5051,1
5190,5055,1
5190,5059,0.6146436
5190,5079,0.201452
5190,5086,0.5554723
5190,5088,0.2601929
5190,5091,0.9268727
5190,5093,0.9478171
5190,5101,0.7720181
5190,5107,0.7687824
5190,5113,0.6373217
5190,5120,0.8452153
5190,5125,0.7557917
5190,5129,0.3369637
5190,5134,0.6354282
5190,5138,0.6838449
5190,5142,0.3097523
5190,5145,0.7903194
5190,5147,1
5190,5148,0.4488363
5190,5150,0.3254468
5190,5154,0.8292515
5190,5172,1
5190,5190,0
5190,5197,0.5417616
5190,5206,0.3499884
5190,5209,0.7956436
5190,5212,0.244049
5190,5234,0.8654791
5190,5237,0.3042893
5190,5240,0.5230578
5190,5250,1
5190,5264,0.4474792
5190,5266,0.3063561
5190,5282,0.5734028
5190,5284,0.8113171
5190,5306,0.6407824
5190,5308,0.254577
5190,5310,0.2475764
5190,5313,0.5392731
5190,5315,0.4376042
5190,5318,0.3362626
5190,5321,0.4373866
5190,5347,0.5569861
5190,5353,0.8132361
5190,5360,0.2857354
5190,5361,1
5190,5364,1
5190,5368,0.8206042
5190,5376,0.4837542
5190,5380,0.3235957
5190,5390,0.5688936
5190,5400,0.5974699
5190,5411,0.6404282
5190,5425,0.267169
5190,5440,0.3893371
5190,5467,0.5234584
5190,5475,1
5190,5480,1
5190,5483,1
5190,5490,1
5190,5495,1
5190,5501,0.5929815
5190,5541,0.5121366
5190,5543,1
5190,5576,0.8549629
5190,5579,0.4907281
5190,5585,0.8611157
5190,5591,0.8551527
5190,5604,0.682581
5190,5607,0.4802245
5190,5615,0.3626157
5190,5628,0.8442408
5190,5631,0.3182176
5190,5642,0.8099399
5190,5647,0.6699306
5190,5649,0.4679251
5190,5652,0.6197222
5190,5656,0.4529954
5190,5658,0.6191528
5190,5659,1
5190,5660,0.6954583
5190,5664,0.3678094
5190,5665,1
5190,5667,0.372331
5190,5670,0.1228819
5190,5674,0.4534074
5190,5679,0.493537
5190,5686,0.3469234
5190,5690,0.1243333
5190,5697,0.4128745
5190,5736,0.6766309
5190,5756,0.8246295
5190,5761,0.5079699
5190,5789,0.7426342
5190,5790,0.7423548
5190,5792,0.7907916
5190,5809,0.5893195
5190,5819,0.8327129
5190,5837,1
5190,5842,0.7610602
5190,5847,0.9585509
5190,5854,0.6305208
5190,5856,0.6931643
5190,5858,0.4278773
5190,5861,0.5977963
5190,5873,1
5190,5885,0.3323611
5190,5887,0.4716898
5190,5890,0.1441528
5190,5893,1
5190,5895,1
5197,5001,0.216916
5197,5002,0.5157917
5197,5004,0.8620347
5197,5021,0.4429954
5197,5030,0.4218773
5197,5031,0.9288658
5197,5034,0.788853
5197,5036,0.4489259
5197,5038,0.6994236
5197,5040,0.9788171
5197,5042,0.45075
5197,5044,0.5943056
5197,5045,1
5197,5051,1
5197,5055,0.7938287
5197,5059,0.5530579
5197,5079,0.3103598
5197,5086,0.5543842
5197,5088,0.2213947
5197,5091,0.865287
5197,5093,0.8862315
5197,5101,0.7163131
5197,5107,0.8347546
5197,5113,0.5757361
5197,5120,0.9111875
5197,5125,0.694206
5197,5129,0.2856423
5197,5134,0.7014005
5197,5138,0.6222593
5197,5142,0.8515139
5197,5145,0.7287338
5197,5147,1
5197,5148,0.1516162
5197,5150,0.6513843
5197,5154,0.8774421
5197,5172,1
5197,5190,0.5417616
5197,5197,0
5197,5206,0.3710417
5197,5209,0.7340579
5197,5212,0.209049
5197,5234,0.8038936
5197,5237,0.3702616
5197,5240,0.4614722
5197,5250,1
5197,5264,0.5134513
5197,5266,0.2550347
5197,5282,0.5118171
5197,5284,0.7497314
5197,5306,0.5791968
5197,5308,0.2702167
5197,5310,0.5740625
5197,5313,0.1037639
5197,5315,0.7635417
5197,5318,0.1700779
5197,5321,0.2533472
5197,5347,0.4954005
5197,5353,0.7516505
5197,5360,0.2383618
5197,5361,1
5197,5364,0.9557361
5197,5368,0.7590185
5197,5376,0.2322769
5197,5380,0.2722743
5197,5390,0.5073079
5197,5400,0.2932824
5197,5411,0.5788426
5197,5425,0.8089305
5197,5440,0.1196444
5197,5467,0.4504722
5197,5475,1
5197,5480,0.9608611
5197,5483,0.8007523
5197,5490,1
5197,5495,1
5197,5501,0.5313958
5197,5541,0.2161343
5197,5543,1
5197,5576,0.7933773
5197,5579,0.6962689
5197,5585,0.6398357
5197,5591,0.3987893
5197,5604,1
5197,5607,0.2738426
5197,5615,0.1323457
5197,5628,0.7826551
5197,5631,0.2668962
5197,5642,0.7483542
5197,5647,0.7359027
5197,5649,0.3581355
5197,5652,0.1633588
5197,5656,0.3914097
5197,5658,0.685125
5197,5659,1
5197,5660,0.2390949
5197,5664,0.3584827
5197,5665,1
5197,5667,0.4062407
5197,5670,0.6079514
5197,5674,0.2289051
5197,5679,0.4319514
5197,5686,0.4068981
5197,5690,0.4818287
5197,5697,0.0874179
5197,5736,1
5197,5756,0.5439646
5197,5761,0.4463843
5197,5789,0.6810486
5197,5790,0.7949263
5197,5792,0.729206
5197,5809,0.5277338
5197,5819,0.8986852
5197,5837,1
5197,5842,0.6994746
5197,5847,0.8969653
5197,5854,0.696493
5197,5856,0.6315787
5197,5858,0.9148009
5197,5861,0.5362107
5197,5873,0.9744468
5197,5885,0.8192847
5197,5887,0.5242614
5197,5890,0.6313125
5197,5893,1
5197,5895,1
5206,5001,0.2141702
5206,5002,0.6321157
5206,5004,0.8600208
5206,5021,0.1080069
5206,5030,0.4198634
5206,5031,0.754794
5206,5034,0.7856081
5206,5036,0.446912
5206,5038,0.5694931
5206,5040,0.8488866
5206,5042,0.4487361
5206,5044,0.5922917
5206,5045,1
5206,5051,1
5206,5055,0.9324583
5206,5059,0.551044
5206,5079,0.1207239
5206,5086,0.4918727
5206,5088,0.2071933
5206,5091,0.8632731
5206,5093,0.8842176
5206,5101,0.7130681
5206,5107,0.7048241
5206,5113,0.5737222
5206,5120,0.7812569
5206,5125,0.6921921
5206,5129,0.2839641
5206,5134,0.5714699
5206,5138,0.6202453
5206,5142,0.6597407
5206,5145,0.72672
5206,5147,1
5206,5148,0.2936364
5206,5150,0.4773125
5206,5154,0.7749151
5206,5172,1
5206,5190,0.3499884
5206,5197,0.3710417
5206,5206,0
5206,5209,0.732044
5206,5212,0.1910494
5206,5234,0.8018796
5206,5237,0.240331
5206,5240,0.4594584
5206,5250,1
5206,5264,0.3835208
5206,5266,0.2533565
5206,5282,0.5098032
5206,5284,0.7477176
5206,5306,0.5771829
5206,5308,0.1967593
5206,5310,0.3899884
5206,5313,0.3685533
5206,5315,0.5894699
5206,5318,0.2321422
5206,5321,0.3090093
5206,5347,0.4933866
5206,5353,0.7496366
5206,5360,0.2368127
5206,5361,0.9570578
5206,5364,0.9537222
5206,5368,0.7570046
5206,5376,0.3380261
5206,5380,0.2705961
5206,5390,0.505294
5206,5400,0.4308032
5206,5411,0.5768287
