codigo_mun_i,codigo_mun_j,cij_def
5031,5079,0.5533649
5031,5086,0.9425764
5031,5088,0.5827797
5031,5091,1
5031,5093,1
5031,5101,1
5031,5107,0.9452593
5031,5113,1
5031,5120,1
5031,5125,1
5031,5129,0.6595505
5031,5134,0.7145486
5031,5138,1
5031,5142,0.6970023
5031,5145,1
5031,5147,1
5031,5148,0.8007491
5031,5150,0.5293125
5031,5154,0.9680188
5031,5172,1
5031,5190,0.6029283
5031,5197,0.9288658
5031,5206,0.754794
5031,5209,1
5031,5212,0.5666358
5031,5234,1
5031,5237,0.6913935
5031,5240,0.9101621
5031,5250,1
5031,5264,0.8345833
5031,5266,0.6289428
5031,5282,0.9605069
5031,5284,1
5031,5306,1
5031,5308,0.6064899
5031,5310,0.5062014
5031,5313,0.9263773
5031,5315,0.4036019
5031,5318,0.6881755
5031,5321,0.9374792
5031,5347,0.9440902
5031,5353,1
5031,5360,0.5835078
5031,5361,1
5031,5364,1
5031,5368,1
5031,5376,0.835667
5031,5380,0.6461824
5031,5390,0.9559977
5031,5400,0.9845741
5031,5411,1
5031,5425,0.5230625
5031,5440,0.74125
5031,5467,0.9105625
5031,5475,1
5031,5480,1
5031,5483,1
5031,5490,1
5031,5495,1
5031,5501,0.9800857
5031,5541,0.9186389
5031,5543,1
5031,5576,1
5031,5579,0.7913721
5031,5585,1
5031,5591,1
5031,5604,0.6166296
5031,5607,0.8673286
5031,5615,0.6852025
5031,5628,1
5031,5631,0.6408044
5031,5642,1
5031,5647,0.9932801
5031,5649,0.9585353
5031,5652,0.9953982
5031,5656,0.8400996
5031,5658,0.9425023
5031,5659,1
5031,5660,1
5031,5664,0.7103914
5031,5665,1
5031,5667,0.8871458
5031,5670,0.6700555
5031,5674,0.8405116
5031,5679,0.8806412
5031,5686,0.6780618
5031,5690,0.636713
5031,5697,0.7647874
5031,5736,0.6098884
5031,5756,1
5031,5761,0.8950741
5031,5789,1
5031,5790,0.8937374
5031,5792,1
5031,5809,0.9764236
5031,5819,1
5031,5837,1
5031,5842,1
5031,5847,1
5031,5854,0.8069977
5031,5856,1
5031,5858,0.3902431
5031,5861,0.9849005
5031,5873,1
5031,5885,0.3852176
5031,5887,0.6144781
5031,5890,0.4938125
5031,5893,1
5031,5895,1
5034,5001,0.4645157
5034,5002,0.683066
5034,5004,1
5034,5021,0.8737563
5034,5030,0.410061
5034,5031,1
5034,5034,0
5034,5036,0.4881839
5034,5038,0.9871696
5034,5040,1
5034,5042,0.636109
5034,5044,0.4832386
5034,5045,1
5034,5051,1
5034,5055,1
5034,5059,0.5895097
5034,5079,0.6620497
5034,5086,0.854861
5034,5088,0.533804
5034,5091,0.5889078
5034,5093,0.4567024
5034,5101,0.2371696
5034,5107,1
5034,5113,0.746574
5034,5120,1
5034,5125,0.7849832
5034,5129,0.448588
5034,5134,0.9889289
5034,5138,0.7920707
5034,5142,1
5034,5145,0.4947475
5034,5147,1
5034,5148,0.7444971
5034,5150,0.9458901
5034,5154,1
5034,5172,1
5034,5190,0.8445581
5034,5197,0.788853
5034,5206,0.7856081
5034,5209,0.3662563
5034,5212,0.5436729
5034,5234,0.9571465
5034,5237,0.6886553
5034,5240,0.7310711
5034,5250,1
5034,5264,0.8168246
5034,5266,0.4824151
5034,5282,0.4159786
5034,5284,0.9079419
5034,5306,0.7548253
5034,5308,0.6219087
5034,5310,0.8730682
5034,5313,0.7860606
5034,5315,1
5034,5318,0.6319655
5034,5321,0.8520392
5034,5347,0.6757765
5034,5353,0.1150526
5034,5360,0.442338
5034,5361,1
5034,5364,0.0893329
5034,5368,0.1957807
5034,5376,0.7066119
5034,5380,0.4756308
5034,5390,0.3875189
5034,5400,0.7776031
5034,5411,0.7522643
5034,5425,1
5034,5440,0.6850379
5034,5467,0.5825442
5034,5475,1
5034,5480,1
5034,5483,1
5034,5490,1
5034,5495,1
5034,5501,0.7094023
5034,5541,0.7777988
5034,5543,1
5034,5576,0.2130072
5034,5579,1
5034,5585,1
5034,5591,1
5034,5604,1
5034,5607,0.6628556
5034,5615,0.6336766
5034,5628,0.9358397
5034,5631,0.4775714
5034,5642,0.2696401
5034,5647,1
5034,5649,1
5034,5652,0.8572791
5034,5656,0.6587121
5034,5658,0.9741688
5034,5659,1
5034,5660,0.9254839
5034,5664,0.7198695
5034,5665,1
5034,5667,0.9982786
5034,5670,0.9051557
5034,5674,0.719739
5034,5679,0.4595433
5034,5686,0.7586048
5034,5690,0.7908713
5034,5697,0.7085754
5034,5736,1
5034,5756,0.8312521
5034,5761,0.6745203
5034,5789,0.2695897
5034,5790,1
5034,5792,0.2880724
5034,5809,0.4196969
5034,5819,1
5034,5837,1
5034,5842,0.8623043
5034,5847,0.6793203
5034,5854,0.9844276
5034,5856,0.410665
5034,5858,1
5034,5861,0.3528851
5034,5873,1
5034,5885,1
5034,5887,0.886351
5034,5890,0.925848
5034,5893,1
5034,5895,1
5036,5001,0.1434544
5036,5002,0.4298611
5036,5004,0.7770463
5036,5021,0.5439514
5036,5030,0.0893681
5036,5031,0.8976157
5036,5034,0.4881839
5036,5036,0
5036,5038,0.6681736
5036,5040,0.9475671
5036,5042,0.3657616
5036,5044,0.5220069
5036,5045,0.9548707
5036,5051,1
5036,5055,0.9358402
5036,5059,0.3790324
5036,5079,0.2819507
5036,5086,0.5231342
5036,5088,0.1854572
5036,5091,0.5345648
5036,5093,0.5555093
5036,5101,0.4156439
5036,5107,0.8035046
5036,5113,0.4907477
5036,5120,0.8799375
5036,5125,0.6092176
5036,5129,0.0915066
5036,5134,0.6701505
5036,5138,0.5372708
5036,5142,0.8202639
5036,5145,0.504581
5036,5147,0.9954588
5036,5148,0.3644402
5036,5150,0.6201342
5036,5154,0.862934
5036,5172,0.9547201
5036,5190,0.5105116
5036,5197,0.4489259
5036,5206,0.446912
5036,5209,0.4033357
5036,5212,0.1958275
5036,5234,0.7189051
5036,5237,0.3390116
5036,5240,0.3764838
5036,5250,1
5036,5264,0.4822014
5036,5266,0.1339853
5036,5282,0.1976319
5036,5284,0.6647431
5036,5306,0.4942083
5036,5308,0.2418077
5036,5310,0.5422639
5036,5313,0.4464375
5036,5315,0.7322917
5036,5318,0.2518666
5036,5321,0.519132
5036,5347,0.3216713
5036,5353,0.4209282
5036,5360,0.1207835
5036,5361,1
5036,5364,0.6250139
5036,5368,0.4448333
5036,5376,0.3271486
5036,5380,0.1272974
5036,5390,0.2831551
5036,5400,0.4341852
5036,5411,0.4938542
5036,5425,0.7776805
5036,5440,0.3049411
5036,5467,0.2377199
5036,5475,1
5036,5480,0.8758727
5036,5483,0.9427639
5036,5490,1
5036,5495,1
5036,5501,0.4464074
5036,5541,0.4386991
5036,5543,1
5036,5576,0.4626551
5036,5579,0.9571233
5036,5585,0.9994213
5036,5591,0.7623172
5036,5604,1
5036,5607,0.3074051
5036,5615,0.2852527
5036,5628,0.6976666
5036,5631,0.1291281
5036,5642,0.417632
5036,5647,0.7046528
5036,5649,0.6657323
5036,5652,0.5268866
5036,5656,0.3064213
5036,5658,0.653875
5036,5659,1
5036,5660,0.6026227
5036,5664,0.3426557
5036,5665,1
5036,5667,0.6810811
5036,5670,0.5767014
5036,5674,0.3750602
5036,5679,0.2077986
5036,5686,0.378489
5036,5690,0.4505787
5036,5697,0.3284785
5036,5736,1
5036,5756,0.6695476
5036,5761,0.3613958
5036,5789,0.499588
5036,5790,0.7790992
5036,5792,0.3984838
5036,5809,0.1970116
5036,5819,0.8674352
5036,5837,1
5036,5842,0.6144861
5036,5847,0.7969143
5036,5854,0.665243
5036,5856,0.4074259
5036,5858,0.8835509
5036,5861,0.2220255
5036,5873,0.8894583
5036,5885,0.7880347
5036,5887,0.5084344
5036,5890,0.6000625
5036,5893,1
5036,5895,1
5038,5001,0.3847222
5038,5002,0.8732616
5038,5004,1
5038,5021,0.6483079
5038,5030,0.641125
5038,5031,0.5640694
5038,5034,0.9871696
5038,5036,0.6681736
5038,5038,0
5038,5040,0.4562824
5038,5042,0.6699977
5038,5044,0.8135532
5038,5045,1
5038,5051,1
5038,5055,1
5038,5059,0.7723055
5038,5079,0.3937142
5038,5086,0.5799005
5038,5088,0.3915779
5038,5091,1
5038,5093,1
5038,5101,0.9146297
5038,5107,0.3811898
5038,5113,0.7949838
5038,5120,0.4576227
5038,5125,0.9134537
5038,5129,0.4683488
5038,5134,0.1788657
5038,5138,0.841507
5038,5142,0.8055718
5038,5145,0.9479815
5038,5147,1
5038,5148,0.5921654
5038,5150,0.1850278
5038,5154,0.5065258
5038,5172,1
5038,5190,0.4958194
5038,5197,0.6994236
5038,5206,0.5694931
5038,5209,0.9533056
5038,5212,0.375434
5038,5234,1
5038,5237,0.3545856
5038,5240,0.6807199
5038,5250,0.9903157
5038,5264,0.3656597
5038,5266,0.4377411
5038,5282,0.7310648
5038,5284,0.9689792
5038,5306,0.7984444
5038,5308,0.3979061
5038,5310,0.2522222
5038,5313,0.6969352
5038,5315,0.1612477
5038,5318,0.4795917
5038,5321,0.769632
5038,5347,0.7146481
5038,5353,0.9708982
5038,5360,0.4070139
5038,5361,0.7802963
5038,5364,1
5038,5368,0.9782662
5038,5376,0.6270833
5038,5380,0.4549807
5038,5390,0.7265555
5038,5400,0.755132
5038,5411,0.6658056
5038,5425,0.7629884
5038,5440,0.5326662
5038,5467,0.6811204
5038,5475,1
5038,5480,1
5038,5483,1
5038,5490,1
5038,5495,1
5038,5501,0.7113658
5038,5541,0.6891967
5038,5543,1
5038,5576,1
5038,5579,0.9433228
5038,5585,1
5038,5591,1
5038,5604,1
5038,5607,0.6378865
5038,5615,0.4940008
5038,5628,0.8683218
5038,5631,0.4496026
5038,5642,0.9676018
5038,5647,0.4292107
5038,5649,0.8950652
5038,5652,0.7773843
5038,5656,0.6106574
5038,5658,0.3784329
5038,5659,1
5038,5660,0.8531204
5038,5664,0.4489899
5038,5665,1
5038,5667,0.780037
5038,5670,0.6187013
5038,5674,0.6206574
5038,5679,0.6511991
5038,5686,0.2461616
5038,5690,0.5296042
5038,5697,0.5562037
5038,5736,1
5038,5756,0.9672411
5038,5761,0.6656319
5038,5789,0.9002963
5038,5790,0.3902904
5038,5792,0.9484537
5038,5809,0.7469815
5038,5819,0.5919931
5038,5837,1
5038,5842,0.9187223
5038,5847,1
5038,5854,0.2429282
5038,5856,0.8508264
5038,5858,0.8506181
5038,5861,0.7554584
5038,5873,1
5038,5885,0.7551019
5038,5887,0.1110311
5038,5890,0.5671296
5038,5893,1
5038,5895,1
5040,5001,0.5993376
5040,5002,1
5040,5004,1
5040,5021,0.9325671
5040,5030,0.9205185
5040,5031,0.4732847
5040,5034,1
5040,5036,0.9475671
5040,5038,0.4562824
5040,5040,0
5040,5042,0.9493912
5040,5044,1
5040,5045,1
5040,5051,1
5040,5055,1
5040,5059,1
5040,5079,0.6477083
5040,5086,0.859294
5040,5088,0.6244059
5040,5091,1
5040,5093,1
5040,5101,1
5040,5107,0.6598796
5040,5113,1
5040,5120,0.7363125
5040,5125,1
5040,5129,0.7011766
5040,5134,0.2780764
5040,5138,1
5040,5142,1
5040,5145,1
5040,5147,1
5040,5148,0.8461595
5040,5150,0.5838565
5040,5154,0.7383776
5040,5172,1
5040,5190,0.7800788
5040,5197,0.9788171
5040,5206,0.8488866
5040,5209,1
5040,5212,0.6082619
5040,5234,1
5040,5237,0.6339792
5040,5240,0.9601135
5040,5250,1
5040,5264,0.6450533
5040,5266,0.6705691
5040,5282,1
5040,5284,1
5040,5306,1
5040,5308,0.6519002
5040,5310,0.6572592
5040,5313,0.9763287
5040,5315,0.4581458
5040,5318,0.7335858
5040,5321,1
5040,5347,0.9940417
5040,5353,1
5040,5360,0.621932
5040,5361,1
5040,5364,1
5040,5368,1
5040,5376,0.8810774
5040,5380,0.6878086
5040,5390,1
5040,5400,1
5040,5411,0.9451991
5040,5425,0.9449837
5040,5440,0.7866603
5040,5467,0.9605138
5040,5475,1
5040,5480,1
5040,5483,1
5040,5490,1
5040,5495,1
5040,5501,0.9907593
5040,5541,0.9685903
5040,5543,1
5040,5576,1
5040,5579,1
5040,5585,1
5040,5591,1
5040,5604,1
5040,5607,0.9172801
5040,5615,0.7268287
5040,5628,1
5040,5631,0.6824305
5040,5642,1
5040,5647,0.7086042
5040,5649,1
5040,5652,1
5040,5656,0.8900509
5040,5658,0.6578264
5040,5659,1
5040,5660,1
5040,5664,0.7026262
5040,5665,1
5040,5667,1
5040,5670,0.9029607
5040,5674,0.9000509
5040,5679,0.9305927
5040,5686,0.5001557
5040,5690,0.8138634
5040,5697,0.8101978
5040,5736,0.9949052
5040,5756,1
5040,5761,0.9450254
5040,5789,1
5040,5790,0.6432197
5040,5792,1
5040,5809,1
5040,5819,0.8713866
5040,5837,1
5040,5842,1
5040,5847,1
5040,5854,0.521618
5040,5856,1
5040,5858,0.8121644
5040,5861,1
5040,5873,1
5040,5885,0.8071389
5040,5887,0.3639604
5040,5890,0.7781782
5040,5893,1
5040,5895,1
5042,5001,0.1495922
5042,5002,0.5708495
5042,5004,0.4273495
5042,5021,0.5457755
5042,5030,0.338713
5042,5031,0.8994398
5042,5034,0.636109
5042,5036,0.3657616
5042,5038,0.6699977
5042,5040,0.9493912
5042,5042,0
5042,5044,0.1895116
5042,5045,0.6601735
5042,5051,1
5042,5055,0.963882
5042,5059,0.4698935
5042,5079,0.283609
5042,5086,0.4233634
5042,5088,0.1869772
5042,5091,0.6979468
5042,5093,0.6361574
5042,5101,0.5635689
5042,5107,0.8053287
5042,5113,0.1410509
5042,5120,0.8817616
