codigo_mun_i,codigo_mun_j,Dij
5001,5001,0
5001,5002,0.8282701373100281
5001,5004,0.800000011920929
5001,5021,0.9859276413917542
5001,5030,0.8867918252944946
5001,5031,0.9607151746749878
5001,5034,0.8546268939971924
5001,5036,0.8647837042808533
5001,5038,0.9246020317077637
5001,5040,0.8936276435852051
5001,5042,0.8367821574211121
5001,5044,0.9551101326942444
5001,5045,0.9755145907402039
5001,5051,0.9981883764266968
5001,5055,0.9704122543334961
5001,5059,0.9436947703361511
5001,5079,0.6099096298217774
5001,5086,0.8408969044685364
5001,5088,0.4782216548919678
5001,5091,0.9194129109382629
5001,5093,0.9557992815971375
5001,5101,0.892915666103363
5001,5107,0.9943827986717224
5001,5113,0.866965115070343
5001,5120,0.9649534821510315
5001,5125,0.8879345059394836
5001,5129,0.5206911563873291
5001,5134,0.9746315479278564
5001,5138,0.9635704159736633
5001,5142,0.9303196668624878
5001,5145,0.9194644689559937
5001,5147,0.9917479157447815
5001,5148,0.9506353139877319
5001,5150,0.9033823609352112
5001,5154,0.943110466003418
5001,5172,0.9728628993034363
5001,5190,0.9022855162620544
5001,5197,0.9703912138938904
5001,5206,0.9727596640586853
5001,5209,0.974021852016449
5001,5212,0.5600098609924317
5001,5234,0.9789003133773804
5001,5237,0.913929283618927
5001,5240,0.9287461638450623
5001,5250,0.995308518409729
5001,5264,0.9661712646484375
5001,5266,0.4790090560913086
5001,5282,0.930991530418396
5001,5284,0.9750895500183105
5001,5306,0.9057578444480896
5001,5308,0.595404863357544
5001,5310,0.9471831321716309
5001,5313,0.9456955194473267
5001,5315,0.8124703168869019
5001,5318,0.5361983776092529
5001,5321,0.9426854848861694
5001,5347,0.8658360838890076
5001,5353,0.9341461658477783
5001,5360,0.4757065773010254
5001,5361,0.9533261656761169
5001,5364,0.9596967101097107
5001,5368,0.9827297925949097
5001,5376,0.8230645656585693
5001,5380,0.5555429935455323
5001,5390,0.9321550130844116
5001,5400,0.9664461016654968
5001,5411,0.9857031106948853
5001,5425,0.9614367485046387
5001,5440,0.7493603825569153
5001,5467,0.9373911619186401
5001,5475,0.9425557255744934
5001,5480,0.9518617391586304
5001,5483,0.9843233227729797
5001,5490,0.9807766079902649
5001,5495,0.9961170554161072
5001,5501,0.9715189337730408
5001,5541,0.8628239035606384
5001,5543,0.8973602056503296
5001,5576,0.9759040474891663
5001,5579,0.9244418144226074
5001,5585,0.9965330362319946
5001,5591,0.993884265422821
5001,5604,0.967445969581604
5001,5607,0.6567086577415466
5001,5615,0.7303293943405151
5001,5628,0.800000011920929
5001,5631,0.5422914981842041
5001,5642,0.9760183095932007
5001,5647,0.9733920693397522
5001,5649,0.8761786818504333
5001,5652,0.9831713438034058
5001,5656,0.9228956699371338
5001,5658,0.9639283418655396
5001,5659,0.9910005331039429
5001,5660,0.9785948395729065
5001,5664,0.9287352561950684
5001,5665,0.9965426921844482
5001,5667,0.9345101118087769
5001,5670,0.9611456394195557
5001,5674,0.9502881169319153
5001,5679,0.8943273425102234
5001,5686,0.9256739020347595
5001,5690,0.940426230430603
5001,5697,0.8331539630889893
5001,5736,0.9898362159729004
5001,5756,0.9405717849731445
5001,5761,0.9720194339752197
5001,5789,0.9517766237258911
5001,5790,0.975422739982605
5001,5792,0.9517292380332947
5001,5809,0.8292253613471985
5001,5819,0.9685917496681213
5001,5837,0.9765379428863525
5001,5842,0.9587618112564087
5001,5847,0.9573597311973572
5001,5854,0.9208256602287292
5001,5856,0.9266656041145325
5001,5858,0.9846726059913635
5001,5861,0.9375734329223633
5001,5873,0.9902938604354858
5001,5885,0.9261101484298706
5001,5887,0.8590083718299866
5001,5890,0.8544339537620544
5001,5893,0.9880937933921814
5001,5895,0.9938425421714783
5002,5001,0.8282701373100281
5002,5002,0
5002,5004,1
5002,5021,0.8
5002,5030,0.9832960963249207
5002,5031,1
5002,5034,0.9823949337005615
5002,5036,1
5002,5038,1
5002,5040,1
5002,5042,0.9832960963249207
5002,5044,0.9832960963249207
5002,5045,0.9982597827911377
5002,5051,1
5002,5055,0.8
5002,5059,0.9832960963249207
5002,5079,0.9958566427230835
5002,5086,1
5002,5088,0.9238695502281189
5002,5091,0.9827624559402466
5002,5093,0.9827617406845093
5002,5101,0.9821825623512268
5002,5107,0.9832960963249207
5002,5113,1
5002,5120,0.9997082948684692
5002,5125,0.9832960963249207
5002,5129,0.9953850507736206
5002,5134,1
5002,5138,0.9832960963249207
5002,5142,1
5002,5145,0.9832960963249207
5002,5147,0.9984893798828125
5002,5148,0.7997666358947755
5002,5150,1
5002,5154,1
5002,5172,0.9997082948684692
5002,5190,1
5002,5197,0.8
5002,5206,0.8
5002,5209,0.9832960963249207
5002,5212,1
5002,5234,1
5002,5237,1
5002,5240,0.9832960963249207
5002,5250,0.9997082948684692
5002,5264,1
5002,5266,0.9974533915519714
5002,5282,0.9832960963249207
5002,5284,1
5002,5306,0.9832960963249207
5002,5308,0.99526447057724
5002,5310,1
5002,5313,0.8
5002,5315,1
5002,5318,0.7975727558135987
5002,5321,0.7972404479980469
5002,5347,0.9832960963249207
5002,5353,0.9795565009117126
5002,5360,0.9838922023773193
5002,5361,0.9832960963249207
5002,5364,0.9822167158126831
5002,5368,0.9823778867721558
5002,5376,0.7812060832977296
5002,5380,0.9987941384315491
5002,5390,0.9944058656692505
5002,5400,0.7887875080108643
5002,5411,0.9832960963249207
5002,5425,1
5002,5440,0.7954019069671632
5002,5467,0.9732382297515869
5002,5475,1
5002,5480,1
5002,5483,0.7855290412902832
5002,5490,1
5002,5495,1
5002,5501,0.9832960963249207
5002,5541,0.8
5002,5543,0.9832960963249207
5002,5576,0.982518196105957
5002,5579,0.9988692402839661
5002,5585,1
5002,5591,1
5002,5604,1
5002,5607,0.7997666358947755
5002,5615,0.794739580154419
5002,5628,0.9832960963249207
5002,5631,0.9965177178382874
5002,5642,0.9832960963249207
5002,5647,0.9832960963249207
5002,5649,0.8
5002,5652,0.798810625076294
5002,5656,0.9822459816932678
5002,5658,1
5002,5659,1
5002,5660,0.8
5002,5664,1
5002,5665,1
5002,5667,0.8
5002,5670,0.9996343851089478
5002,5674,0.7997379302978516
5002,5679,0.9675126075744629
5002,5686,0.9977365732192993
5002,5690,1
5002,5697,0.8
5002,5736,1
5002,5756,0.79564666748046875
5002,5761,0.9828636646270752
5002,5789,0.9832960963249207
5002,5790,1
5002,5792,0.9832960963249207
5002,5809,0.9813517332077026
5002,5819,0.9832960963249207
5002,5837,1
5002,5842,1
5002,5847,0.9954423308372498
5002,5854,1
5002,5856,0.9832960963249207
5002,5858,1
5002,5861,0.982276976108551
5002,5873,1
5002,5885,1
5002,5887,0.9997082948684692
5002,5890,1
5002,5893,1
5002,5895,1
5004,5001,0.800000011920929
5004,5002,1
5004,5004,0
5004,5021,1
5004,5030,1
5004,5031,1
5004,5034,0.9946434497833252
5004,5036,1
5004,5038,0.9973282217979431
5004,5040,1
5004,5042,0.7967490673065186
5004,5044,0.7978096008300781
5004,5045,1
5004,5051,1
5004,5055,1
5004,5059,0.8
5004,5079,0.9597419500350952
5004,5086,1
5004,5088,0.8926234841346741
5004,5091,0.9919587969779968
5004,5093,0.9944221377372742
5004,5101,0.9892740249633789
5004,5107,1
5004,5113,0.8
5004,5120,0.9704809188842773
5004,5125,0.9941476583480835
5004,5129,0.9973282217979431
5004,5134,0.9973282217979431
5004,5138,0.7873439788818359
5004,5142,1
5004,5145,1
5004,5147,1
5004,5148,0.9946434497833252
5004,5150,1
5004,5154,0.9973282217979431
5004,5172,0.9973282217979431
5004,5190,1
5004,5197,1
5004,5206,1
5004,5209,1
5004,5212,1
5004,5234,0.7989756584167481
5004,5237,1
5004,5240,0.8
5004,5250,1
5004,5264,1
5004,5266,1
5004,5282,1
5004,5284,0.7054111480712891
5004,5306,0.799201250076294
5004,5308,1
5004,5310,1
5004,5313,1
5004,5315,0.9946434497833252
5004,5318,1
5004,5321,1
5004,5347,0.8
5004,5353,0.9973282217979431
5004,5360,1
5004,5361,0.9973282217979431
5004,5364,0.9973282217979431
5004,5368,0.9946434497833252
5004,5376,0.9812198877334595
5004,5380,0.9758503437042236
5004,5390,1
5004,5400,1
5004,5411,0.8
5004,5425,1
5004,5440,0.800000011920929
5004,5467,1
5004,5475,0.9999900460243225
5004,5480,0.9975529313087463
5004,5483,1
5004,5490,1
5004,5495,1
5004,5501,0.8
5004,5541,1
5004,5543,0.8
5004,5576,0.9946434497833252
5004,5579,1
5004,5585,1
5004,5591,1
5004,5604,0.9973282217979431
5004,5607,1
5004,5615,1
5004,5628,0.7978625774383545
5004,5631,0.9973282217979431
5004,5642,0.9993263483047485
5004,5647,0.9973282217979431
5004,5649,1
5004,5652,1
5004,5656,0.8
5004,5658,1
5004,5659,0.986589252948761
5004,5660,0.9973282217979431
5004,5664,0.9973282217979431
5004,5665,1
5004,5667,1
5004,5670,1
5004,5674,0.9919587969779968
5004,5679,0.9651113748550415
5004,5686,1
5004,5690,1
5004,5697,1
5004,5736,0.9892740249633789
5004,5756,1
5004,5761,0.8
5004,5789,1
5004,5790,0.9973282217979431
5004,5792,1
5004,5809,1
5004,5819,1
5004,5837,0.9946434497833252
5004,5842,0.7988534450531006
5004,5847,0.9982269406318665
5004,5854,1
5004,5856,1
5004,5858,1
5004,5861,0.9919587969779968
5004,5873,1
5004,5885,1
5004,5887,0.9624266028404236
5004,5890,1
5004,5893,1
5004,5895,1
5021,5001,0.9859276413917542
5021,5002,0.8
5021,5004,1
5021,5021,0
5021,5030,1
5021,5031,1
5021,5034,1
5021,5036,1
5021,5038,1
5021,5040,1
5021,5042,1
5021,5044,1
5021,5045,1
5021,5051,1
5021,5055,0.8
5021,5059,1
5021,5079,0.971574068069458
5021,5086,1
5021,5088,1
5021,5091,1
5021,5093,1
5021,5101,1
5021,5107,1
5021,5113,1
5021,5120,1
5021,5125,1
5021,5129,1
5021,5134,1
5021,5138,1
5021,5142,0.998668909072876
5021,5145,1
5021,5147,1
5021,5148,0.7991724014282227
5021,5150,1
5021,5154,1
5021,5172,1
5021,5190,0.9990272521972656
5021,5197,0.7980516433715821
5021,5206,0.7871318817138673
5021,5209,1
5021,5212,1
5021,5234,1
5021,5237,1
5021,5240,1
5021,5250,1
5021,5264,1
5021,5266,1
5021,5282,1
5021,5284,1
5021,5306,1
5021,5308,1
5021,5310,1
5021,5313,0.7985816955566407
5021,5315,1
5021,5318,0.799818229675293
5021,5321,0.7925999641418457
5021,5347,1
5021,5353,1
5021,5360,1
5021,5361,1
5021,5364,1
5021,5368,1
5021,5376,0.798669958114624
5021,5380,1
5021,5390,1
5021,5400,0.8
5021,5411,1
5021,5425,0.9980348348617554
5021,5440,0.7991573810577393
5021,5467,1
5021,5475,1
5021,5480,1
5021,5483,0.8
5021,5490,1
5021,5495,1
5021,5501,1
5021,5541,0.7937633037567139
5021,5543,1
5021,5576,1
5021,5579,0.9976857304573059
5021,5585,0.9983751773834229
5021,5591,1
5021,5604,1
5021,5607,0.7957408905029297
5021,5615,0.798972749710083
5021,5628,1
5021,5631,1
5021,5642,1
5021,5647,1
5021,5649,0.7988296031951905
5021,5652,0.7993285179138184
5021,5656,1
5021,5658,1
5021,5659,1
5021,5660,0.7973426342010499
5021,5664,1
5021,5665,1
5021,5667,0.6890166282653809
5021,5670,0.9964078068733215
5021,5674,0.7996593952178955
5021,5679,1
5021,5686,0.9953178763389587
5021,5690,0.9613412022590637
5021,5697,0.7999999046325684
5021,5736,0.996882975101471
5021,5756,0.7993940830230714
5021,5761,1
5021,5789,1
5021,5790,1
5021,5792,1
5021,5809,1
5021,5819,1
5021,5837,1
5021,5842,1
5021,5847,1
5021,5854,1
5021,5856,1
5021,5858,1
5021,5861,1
5021,5873,1
5021,5885,1
5021,5887,1
5021,5890,0.9998193383216858
5021,5893,1
5021,5895,1
5030,5001,0.8867918252944946
5030,5002,0.9790908098220825
5030,5004,1
5030,5021,1
5030,5030,0
5030,5031,1
5030,5034,0.7826817035675049
5030,5036,0.683271598815918
5030,5038,1
5030,5040,0.9956267476081848
5030,5042,0.9790061712265015
5030,5044,0.9789501428604126
5030,5045,0.9996510148048401
5030,5051,1
5030,5055,1
5030,5059,0.978718638420105
5030,5079,1
5030,5086,1
5030,5088,0.9883513450622559
5030,5091,0.78089017868042
5030,5093,0.7832054615020753
5030,5101,0.782011890411377
5030,5107,0.9789195656776428
5030,5113,0.9999427795410156
5030,5120,1
5030,5125,0.783272647857666
5030,5129,0.947924017906189
5030,5134,1
5030,5138,0.9790908098220825
5030,5142,1
5030,5145,0.783272647857666
5030,5147,1
5030,5148,1
5030,5150,1
5030,5154,1
5030,5172,1
5030,5190,0.9979643821716309
5030,5197,1
5030,5206,1
5030,5209,0.7808865070343018
5030,5212,1
5030,5234,0.9983248710632324
5030,5237,1
5030,5240,0.9788523316383362
5030,5250,1
5030,5264,1
5030,5266,0.9868090748786926
5030,5282,0.7621444702148438
5030,5284,1
5030,5306,0.9790908098220825
5030,5308,1
5030,5310,1
5030,5313,1
5030,5315,1
5030,5318,1
5030,5321,0.9977046847343445
5030,5347,0.9790882468223572
5030,5353,0.783272647857666
5030,5360,0.9697683453559875
5030,5361,0.9790705442428589
5030,5364,0.783272647857666
5030,5368,0.7831422328948975
5030,5376,1
5030,5380,0.9903051257133484
5030,5390,0.7922476768493653
5030,5400,1
5030,5411,0.9788161516189575
5030,5425,1
5030,5440,1
5030,5467,0.783272647857666
5030,5475,1
5030,5480,1
5030,5483,0.9790908098220825
5030,5490,1
5030,5495,1
5030,5501,0.9786494970321655
5030,5541,1
5030,5543,0.9790133833885193
5030,5576,0.783272647857666
5030,5579,1
5030,5585,1
5030,5591,1
5030,5604,0.999701976776123
5030,5607,0.9995218515396118
5030,5615,0.996941864490509
5030,5628,0.9788784980773926
5030,5631,0.9890996813774109
5030,5642,0.781618595123291
5030,5647,0.9788737893104553
5030,5649,1
5030,5652,1
5030,5656,0.9788671731948853
5030,5658,0.9617995023727417
5030,5659,1
5030,5660,1
5030,5664,1
5030,5665,1
5030,5667,1
5030,5670,0.9992558360099792
5030,5674,1
5030,5679,0.7830824851989746
5030,5686,1
5030,5690,1
5030,5697,1
5030,5736,1
5030,5756,1
5030,5761,0.9788306951522827
5030,5789,0.7828536033630371
5030,5790,1
5030,5792,0.7831246852874756
5030,5809,0.7397900581359864
5030,5819,0.9788486957550049
5030,5837,0.9994561076164246
5030,5842,1
5030,5847,0.8
5030,5854,0.9999091029167175
5030,5856,0.781506633758545
5030,5858,1
5030,5861,0.7691088199615479
5030,5873,1
5030,5885,0.9989997744560242
5030,5887,0.9999985694885254
5030,5890,1
5030,5893,1
5030,5895,1
5031,5001,0.9607151746749878
5031,5002,1
5031,5004,1
5031,5021,1
5031,5030,1
5031,5031,0
5031,5034,1
5031,5036,0.9905254244804382
5031,5038,0.9994290471076965
5031,5040,0.7828310012817383
5031,5042,1
5031,5044,1
5031,5045,1
5031,5051,1
5031,5055,1
5031,5059,1
5031,5079,0.9989964962005615
5031,5086,0.9998978972434998
5031,5088,0.9998596906661987
5031,5091,1
5031,5093,1
5031,5101,1
5031,5107,1
5031,5113,1
5031,5120,1
5031,5125,1
5031,5129,0.9994313716888428
5031,5134,1
5031,5138,1
5031,5142,1
5031,5145,1
5031,5147,1
5031,5148,1
5031,5150,0.9973316788673401
5031,5154,1
5031,5172,1
5031,5190,0.7950936794281006
5031,5197,1
5031,5206,1
5031,5209,0.9994160532951355
5031,5212,0.9997425675392151
5031,5234,1
5031,5237,0.9992902874946594
5031,5240,1
5031,5250,1
5031,5264,0.9993901252746582
5031,5266,0.9868620038032532
5031,5282,1
5031,5284,0.9976302981376648
5031,5306,1
5031,5308,0.9993441104888916
5031,5310,0.990424633026123
5031,5313,1
5031,5315,0.9808616042137146
5031,5318,0.999996542930603
5031,5321,1
5031,5347,1
5031,5353,0.9987621903419495
5031,5360,0.9986916184425354
5031,5361,1
5031,5364,1
5031,5368,1
5031,5376,1
5031,5380,0.9998409152030945
5031,5390,1
5031,5400,1
5031,5411,1
5031,5425,0.9996874928474426
5031,5440,1
5031,5467,1
5031,5475,1
5031,5480,1
5031,5483,1
5031,5490,1
5031,5495,0.9995837211608887
5031,5501,1
5031,5541,1
5031,5543,1
5031,5576,1
5031,5579,0.9957692623138428
5031,5585,0.9996874928474426
5031,5591,1
5031,5604,0.7969791889190674
5031,5607,1
5031,5615,1
5031,5628,1
5031,5631,0.9999179244041443
5031,5642,1
5031,5647,0.9966074824333191
5031,5649,1
5031,5652,1
5031,5656,1
5031,5658,1
5031,5659,1
5031,5660,1
5031,5664,0.999458372592926
5031,5665,1
5031,5667,0.9978216886520386
5031,5670,0.7997075080871583
5031,5674,1
5031,5679,1
5031,5686,0.999626874923706
5031,5690,0.7995597839355469
5031,5697,1
5031,5736,0.7988164901733399
5031,5756,1
5031,5761,1
5031,5789,1
5031,5790,1
5031,5792,1
5031,5809,1
5031,5819,1
5031,5837,1
5031,5842,1
5031,5847,1
5031,5854,1
5031,5856,1
5031,5858,0.7964092254638673
5031,5861,1
5031,5873,1
5031,5885,0.794657325744629
5031,5887,1
5031,5890,0.7988943576812745
5031,5893,0.9997745752334595
5031,5895,0.9998460412025452
5034,5001,0.8546268939971924
5034,5002,0.9781896471977234
5034,5004,0.9946434497833252
5034,5021,1
5034,5030,0.7826817035675049
5034,5031,1
5034,5034,0
5034,5036,0.8
5034,5038,1
5034,5040,1
5034,5042,0.9790908098220825
5034,5044,0.9790908098220825
5034,5045,0.999442458152771
5034,5051,0.9988136291503906
5034,5055,1
5034,5059,0.9790908098220825
5034,5079,0.9998013973236084
5034,5086,1
5034,5088,0.9901119470596313
5034,5091,0.6858267307281495
5034,5093,0.782396411895752
5034,5101,0.776122522354126
5034,5107,0.9790908098220825
5034,5113,1
5034,5120,0.9996817708015442
5034,5125,0.783272647857666
5034,5129,0.9965715408325195
5034,5134,1
5034,5138,0.9790908098220825
5034,5142,1
5034,5145,0.763751745223999
5034,5147,1
5034,5148,1
5034,5150,1
5034,5154,1
5034,5172,1
5034,5190,0.9986472725868225
5034,5197,0.999031126499176
5034,5206,1
5034,5209,0.783272647857666
5034,5212,0.99956214427948
5034,5234,1
5034,5237,1
5034,5240,0.9790908098220825
5034,5250,1
5034,5264,1
5034,5266,0.9960930347442627
5034,5282,0.7459992408752442
5034,5284,1
5034,5306,0.9790908098220825
5034,5308,0.9975477457046509
5034,5310,1
5034,5313,1
5034,5315,1
5034,5318,1
5034,5321,0.9977046847343445
5034,5347,0.9790908098220825
5034,5353,0.691016960144043
5034,5360,0.9814212322235107
5034,5361,0.9790908098220825
5034,5364,0.694120216369629
5034,5368,0.7550273418426514
5034,5376,0.9984257221221924
5034,5380,1
5034,5390,0.7933831691741944
5034,5400,1
5034,5411,0.9790908098220825
5034,5425,0.9991315007209778
5034,5440,1
5034,5467,0.7769639015197755
5034,5475,1
5034,5480,1
5034,5483,0.9790908098220825
5034,5490,1
5034,5495,1
5034,5501,0.9790908098220825
5034,5541,1
5034,5543,0.9790908098220825
5034,5576,0.7757907390594483
5034,5579,1
5034,5585,1
5034,5591,1
5034,5604,1
5034,5607,1
5034,5615,0.9990836381912231
5034,5628,0.9790908098220825
5034,5631,0.9996161460876465
5034,5642,0.782326602935791
5034,5647,0.9790908098220825
5034,5649,1
5034,5652,1
5034,5656,0.9790908098220825
5034,5658,1
5034,5659,0.9986384510993958
5034,5660,0.9946887493133545
5034,5664,1
5034,5665,0.9986174702644348
5034,5667,1
5034,5670,1
5034,5674,0.9993318915367126
5034,5679,0.782359790802002
5034,5686,1
5034,5690,1
5034,5697,1
5034,5736,1
5034,5756,0.9996245503425598
5034,5761,0.9790908098220825
5034,5789,0.7629659175872803
5034,5790,1
5034,5792,0.7831565380096436
5034,5809,0.7802410125732422
5034,5819,0.9790908098220825
5034,5837,0.9986871480941772
5034,5842,1
5034,5847,0.7973639488220216
5034,5854,1
5034,5856,0.7824158191680909
5034,5858,1
5034,5861,0.7608704090118409
5034,5873,1
5034,5885,1
5034,5887,1
5034,5890,1
5034,5893,1
5034,5895,1
5036,5001,0.8643153309822083
5036,5002,1
5036,5004,1
5036,5021,1
5036,5030,0.683271598815918
5036,5031,0.9905254244804382
5036,5034,0.8
5036,5036,0
5036,5038,1
5036,5040,0.9934912919998169
5036,5042,1
5036,5044,1
5036,5045,1
5036,5051,1
5036,5055,1
5036,5059,0.9756597280502319
5036,5079,0.9673982262611389
5036,5086,0.9726977944374084
5036,5088,0.9443404078483582
5036,5091,0.8
5036,5093,0.7961131572723389
5036,5101,0.8
5036,5107,1
5036,5113,1
5036,5120,1
5036,5125,0.8
5036,5129,0.9247949719429016
5036,5134,1
5036,5138,1
5036,5142,1
5036,5145,0.8
5036,5147,1
5036,5148,1
5036,5150,0.9746415615081787
5036,5154,1
5036,5172,1
5036,5190,1
5036,5197,1
5036,5206,1
5036,5209,0.7986983299255371
5036,5212,0.9391698241233826
5036,5234,1
5036,5237,0.9673143029212952
5036,5240,0.9789310693740845
5036,5250,1
5036,5264,0.9680173397064209
5036,5266,0.9609175324440002
5036,5282,0.7942831993103028
5036,5284,1
5036,5306,1
5036,5308,0.9600125551223755
5036,5310,0.9746066927909851
5036,5313,1
5036,5315,0.9757916331291199
5036,5318,0.9810537099838257
5036,5321,1
5036,5347,0.9789310693740845
5036,5353,0.8
5036,5360,0.9557927250862122
5036,5361,1
5036,5364,0.8
5036,5368,0.8
5036,5376,1
5036,5380,0.954464852809906
5036,5390,0.8
5036,5400,1
5036,5411,1
5036,5425,1
5036,5440,0.9951414465904236
5036,5467,0.8
5036,5475,1
5036,5480,1
5036,5483,1
5036,5490,1
5036,5495,1
5036,5501,1
5036,5541,1
5036,5543,1
5036,5576,0.79738616943359375
5036,5579,1
5036,5585,1
5036,5591,1
5036,5604,0.9956903457641602
5036,5607,1
5036,5615,1
5036,5628,1
5036,5631,0.9767268896102905
5036,5642,0.8
5036,5647,1
5036,5649,1
5036,5652,1
5036,5656,0.9745115041732788
5036,5658,1
5036,5659,1
5036,5660,0.9991928935050964
5036,5664,0.9710374474525452
5036,5665,1
5036,5667,1
5036,5670,1
5036,5674,0.9810101389884949
5036,5679,0.8
5036,5686,0.9875102043151855
5036,5690,0.9801566004753113
5036,5697,1
5036,5736,0.9946419596672058
5036,5756,1
5036,5761,1
5036,5789,0.8
5036,5790,0.9951414465904236
5036,5792,0.8
5036,5809,0.7907642841339112
5036,5819,1
5036,5837,1
5036,5842,1
5036,5847,0.8
5036,5854,1
5036,5856,0.7991431713104249
5036,5858,0.9938980937004089
5036,5861,0.7993543148040771
5036,5873,1
5036,5885,1
5036,5887,1
5036,5890,0.9910936951637268
5036,5893,1
5036,5895,0.9941786527633667
5038,5001,0.9246020317077637
5038,5002,1
5038,5004,0.9973282217979431
5038,5021,1
5038,5030,1
5038,5031,0.9994290471076965
5038,5034,1
5038,5036,1
5038,5038,0
5038,5040,0.9862818121910095
5038,5042,1
5038,5044,1
5038,5045,1
5038,5051,1
5038,5055,1
5038,5059,1
5038,5079,0.9990589022636414
5038,5086,0.8
5038,5088,0.9828599095344543
5038,5091,1
5038,5093,1
5038,5101,1
5038,5107,0.7994031429290772
5038,5113,1
5038,5120,0.9991418719291687
5038,5125,1
5038,5129,0.9865813851356506
5038,5134,0.7100580215454102
5038,5138,1
5038,5142,1
5038,5145,1
5038,5147,1
5038,5148,1
5038,5150,0.781058931350708
5038,5154,0.9994290471076965
5038,5172,1
5038,5190,1
5038,5197,1
5038,5206,1
5038,5209,1
5038,5212,1
5038,5234,1
5038,5237,0.7820191383361816
5038,5240,1
5038,5250,1
5038,5264,0.796248483657837
5038,5266,1
5038,5282,0.9994290471076965
5038,5284,1
5038,5306,1
5038,5308,1
5038,5310,0.8
5038,5313,1
5038,5315,0.781138038635254
5038,5318,1
5038,5321,1
5038,5347,1
5038,5353,1
5038,5360,0.9955426454544067
5038,5361,0.8
5038,5364,1
5038,5368,1
5038,5376,1
5038,5380,1
5038,5390,1
5038,5400,0.9970953464508057
5038,5411,0.9990589022636414
5038,5425,1
5038,5440,0.9985679388046265
5038,5467,1
5038,5475,1
5038,5480,1
5038,5483,1
5038,5490,1
5038,5495,0.9994290471076965
5038,5501,1
5038,5541,1
5038,5543,1
5038,5576,1
5038,5579,1
5038,5585,0.9994290471076965
5038,5591,1
5038,5604,1
5038,5607,1
5038,5615,0.9980770945549011
5038,5628,0.9989507794380188
5038,5631,1
5038,5642,1
5038,5647,0.8
5038,5649,1
5038,5652,1
5038,5656,1
5038,5658,0.8
5038,5659,1
5038,5660,1
5038,5664,0.7995432376861573
5038,5665,1
5038,5667,1
5038,5670,1
5038,5674,1
5038,5679,1
5038,5686,0.7830270290374757
5038,5690,1
5038,5697,1
5038,5736,1
5038,5756,1
5038,5761,1
5038,5789,1
5038,5790,0.991177499294281
5038,5792,1
5038,5809,1
5038,5819,0.8
5038,5837,1
5038,5842,1
5038,5847,1
5038,5854,0.7995273113250733
5038,5856,1
5038,5858,1
5038,5861,1
5038,5873,0.973344624042511
5038,5885,1
5038,5887,0.7567387580871583
5038,5890,1
5038,5893,1
5038,5895,0.9998658299446106
5040,5001,0.8936276435852051
5040,5002,1
5040,5004,1
5040,5021,1
5040,5030,0.9956267476081848
5040,5031,0.7828310012817383
5040,5034,1
5040,5036,0.9934912919998169
5040,5038,0.9862818121910095
5040,5040,0
5040,5042,1
5040,5044,1
5040,5045,1
5040,5051,1
5040,5055,1
5040,5059,1
5040,5079,0.9995343685150146
5040,5086,0.9999179244041443
5040,5088,0.9332329630851746
5040,5091,1
5040,5093,1
5040,5101,1
5040,5107,1
5040,5113,1
5040,5120,0.9951708912849426
5040,5125,1
5040,5129,0.999665379524231
5040,5134,0.9915737509727478
5040,5138,1
5040,5142,0.9986383318901062
5040,5145,1
5040,5147,1
5040,5148,1
5040,5150,0.9970868229866028
5040,5154,1
5040,5172,1
5040,5190,0.7957995414733887
5040,5197,1
5040,5206,1
5040,5209,1
5040,5212,0.9893018007278442
5040,5234,1
5040,5237,0.9996181130409241
5040,5240,1
5040,5250,1
5040,5264,0.999653697013855
5040,5266,0.999984860420227
5040,5282,1
5040,5284,1
5040,5306,1
5040,5308,0.9996291995048523
5040,5310,0.9775592088699341
5040,5313,1
5040,5315,0.8531741499900818
5040,5318,0.9999970197677612
5040,5321,1
5040,5347,1
5040,5353,1
